timestamp,symbol,side,price,size,reason,realized_pnl
2024-01-19T17:00:00+00:00,ETH-USD,buy,2466.0478515625,0.4866085624574049,level_1_entry,
2024-01-20T07:00:00+00:00,ETH-USD,buy,2477.305908203125,0.4846625473403214,level_2_entry,
2024-01-20T09:00:00+00:00,ETH-USD,buy,2463.76171875,0.448230252195655,level_3_entry,
2024-01-23T08:00:00+00:00,ETH-USD,buy,2291.58203125,0.06932592568259122,level_4_entry,
2024-01-30T15:00:00+00:00,ETH-USD,sell,2339.482177734375,0.4866085624574049,level_1_reversion,-59.08324672930007
2024-01-30T16:00:00+00:00,ETH-USD,sell,2367.007080078125,0.06932592568259122,level_4_reversion,-6.509255585195324
2024-01-30T17:00:00+00:00,ETH-USD,sell,2372.344970703125,0.448230252195655,level_3_reversion,-39.69331464586272
2024-01-30T18:00:00+00:00,ETH-USD,sell,2376.962646484375,0.48466254734032127,level_2_reversion,-40.68158517293772
2024-01-31T09:00:00+00:00,ETH-USD,buy,2310.617431640625,0.5117610105210695,level_1_entry,
2024-01-31T10:00:00+00:00,ETH-USD,buy,2286.0263671875,0.5166054770565218,level_3_entry,
2024-01-31T15:00:00+00:00,ETH-USD,sell,2324.988525390625,0.5117610105210695,level_1_reversion,13.676581802970842
2024-01-31T16:00:00+00:00,ETH-USD,sell,2345.80029296875,0.5166054770565218,level_3_reversion,24.557521100586182
2024-01-31T20:00:00+00:00,ETH-USD,buy,2289.769287109375,0.5184242843919884,level_1_entry,
2024-01-31T21:00:00+00:00,ETH-USD,buy,2276.1552734375,0.52115296249781,level_3_entry,
2024-02-01T01:00:00+00:00,ETH-USD,buy,2246.562744140625,0.4956818104699729,level_4_entry,
2024-02-02T00:00:00+00:00,ETH-USD,sell,2311.10302734375,0.5184242843919884,level_1_reversion,20.68771642143532
2024-02-02T06:00:00+00:00,ETH-USD,sell,2310.10498046875,1.1102230246251565e-16,level_2_reversion,4.319538522519396e-15
2024-02-02T11:00:00+00:00,ETH-USD,sell,2316.4970703125,0.52115296249781,level_3_reversion,23.607725769792427
2024-02-03T00:00:00+00:00,ETH-USD,sell,2312.768310546875,0.4956818104699729,level_4_reversion,20.605628796514207
2024-03-14T18:00:00+00:00,ETH-USD,buy,3791.949462890625,0.31510444543216864,level_1_entry,
2024-03-14T19:00:00+00:00,ETH-USD,buy,3777.3310546875,0.31617757519020856,level_2_entry,
2024-03-14T21:00:00+00:00,ETH-USD,sell,3857.337158203125,0.31510444543216864,level_1_reversion,22.91103136986357
2024-03-14T22:00:00+00:00,ETH-USD,sell,3875.696533203125,0.31617757519020856,level_2_reversion,28.793880579164057
2024-03-15T02:00:00+00:00,ETH-USD,buy,3737.808837890625,0.3213285574878799,level_1_entry,
2024-03-15T03:00:00+00:00,ETH-USD,buy,3706.7099609375,0.3237009584825657,level_2_entry,
2024-03-15T04:00:00+00:00,ETH-USD,buy,3667.51123046875,0.3067762636282679,level_3_entry,
2024-03-19T01:00:00+00:00,ETH-USD,buy,3392.236083984375,0.050204497799097206,level_4_entry,
2024-03-25T14:00:00+00:00,ETH-USD,sell,3562.477294921875,0.3213285574878799,level_1_reversion,-40.63139585185515
2024-03-25T15:00:00+00:00,ETH-USD,sell,3578.992919921875,0.3237009584825657,level_2_reversion,-35.58525788354401
2024-03-25T16:00:00+00:00,ETH-USD,sell,3608.283935546875,0.050204497799097206,level_4_reversion,-4.048565576136194
2024-03-25T17:00:00+00:00,ETH-USD,sell,3633.27490234375,0.3067762636282679,level_3_reversion,-17.072259998322
2024-04-01T15:00:00+00:00,ETH-USD,buy,3448.118896484375,0.34493712665776405,level_1_entry,
2024-04-01T16:00:00+00:00,ETH-USD,buy,3449.523193359375,0.34481355397549507,level_2_entry,
2024-04-01T17:00:00+00:00,ETH-USD,buy,3442.250244140625,0.31757035385590915,level_3_entry,
2024-04-07T23:00:00+00:00,ETH-USD,sell,3453.281982421875,0.34493712665776405,level_1_reversion,2.253318838076902
2024-04-08T00:00:00+00:00,ETH-USD,buy,3427.683837890625,0.34663032816779205,level_1_entry,
2024-04-08T07:00:00+00:00,ETH-USD,sell,3474.066650390625,0.31757035385590915,level_3_reversion,10.755120432064711
2024-04-08T08:00:00+00:00,ETH-USD,sell,3601.3154296875,0.34481355397549507,level_2_reversion,55.55486673852666
2024-04-08T09:00:00+00:00,ETH-USD,sell,3614.863037109375,0.34663032816779205,level_1_reversion,60.54358913610417
2024-04-12T17:00:00+00:00,ETH-USD,buy,3323.53173828125,0.3625291246859373,level_1_entry,
2024-04-12T18:00:00+00:00,ETH-USD,buy,3224.544189453125,0.37232262207480277,level_2_entry,
2024-04-12T19:00:00+00:00,ETH-USD,buy,3217.13671875,0.35299741820220665,level_3_entry,
2024-04-13T20:00:00+00:00,ETH-USD,buy,2916.646728515625,0.07284977578675064,level_4_entry,
2024-04-22T05:00:00+00:00,ETH-USD,sell,3229.83740234375,0.35299741820220665,level_3_reversion,-1.4284635226084648
2024-04-22T06:00:00+00:00,ETH-USD,sell,3223.17822265625,0.37232262207480277,level_2_reversion,-3.9860294579339914
2024-04-22T07:00:00+00:00,ETH-USD,sell,3205.894287109375,0.3625291246859373,level_1_reversion,-10.147111786884183
2024-04-22T22:00:00+00:00,ETH-USD,sell,3221.435546875,0.07284977578675056,level_4_reversion,-0.9068721778919836
2024-04-25T10:00:00+00:00,ETH-USD,buy,3083.533447265625,0.39010468194476283,level_1_entry,
2024-04-25T15:00:00+00:00,ETH-USD,sell,3155.229736328125,0.39010468194476283,level_1_reversion,27.96905804134634
2024-04-27T00:00:00+00:00,ETH-USD,buy,3094.72900390625,0.38977794829659923,level_1_entry,
2024-04-27T01:00:00+00:00,ETH-USD,buy,3092.330322265625,0.39004401263570154,level_2_entry,
2024-04-27T12:00:00+00:00,ETH-USD,sell,3137.25634765625,0.38977794829659923,level_1_reversion,17.043856894103705
2024-04-27T13:00:00+00:00,ETH-USD,sell,3147.587646484375,0.3900440126357015,level_2_reversion,21.08515236506851
2024-04-29T13:00:00+00:00,ETH-USD,buy,3129.603271484375,0.38689651618793125,level_1_entry,
2024-04-29T14:00:00+00:00,ETH-USD,sell,3175.1337890625,0.38689651618793125,level_1_reversion,17.615598631209927
2024-04-30T08:00:00+00:00,ETH-USD,buy,3069.004150390625,0.3952247749384821,level_1_entry,
2024-04-30T09:00:00+00:00,ETH-USD,buy,3048.025390625,0.3976185760388524,level_3_entry,
2024-05-04T10:00:00+00:00,ETH-USD,sell,3163.349853515625,5.551115123125783e-17,level_2_reversion,5.8212741951624005e-15
2024-05-04T12:00:00+00:00,ETH-USD,sell,3151.04931640625,0.3952247749384821,level_1_reversion,36.584461915245406
2024-05-04T22:00:00+00:00,ETH-USD,buy,3107.7431640625,0.3924671221628283,level_1_entry,
2024-05-05T01:00:00+00:00,ETH-USD,buy,3091.85009765625,0.3590727155660251,level_2_entry,
2024-05-05T08:00:00+00:00,ETH-USD,sell,3157.68701171875,0.3590727155660251,level_2_reversion,25.836821650620173
2024-05-05T09:00:00+00:00,ETH-USD,sell,3144.84814453125,0.3924671221628283,level_1_reversion,23.20085914931802
2024-05-05T15:00:00+00:00,ETH-USD,sell,3164.36669921875,0.3976185760388523,level_3_reversion,31.266329435062776
2024-05-06T12:00:00+00:00,ETH-USD,buy,3098.461669921875,0.3959942778031425,level_1_entry,
2024-05-06T14:00:00+00:00,ETH-USD,buy,3080.19091796875,0.3980613248814596,level_2_entry,
2024-05-07T08:00:00+00:00,ETH-USD,sell,3121.5556640625,0.3959942778031425,level_1_reversion,12.772063191732883
2024-05-07T11:00:00+00:00,ETH-USD,buy,3065.612060546875,0.40036837155780375,level_1_entry,
2024-05-15T19:00:00+00:00,ETH-USD,sell,3023.9697265625,0.40036837155780375,level_1_reversion,-21.40102418959032
2024-05-15T23:00:00+00:00,ETH-USD,sell,3036.393798828125,1.1102230246251565e-16,level_3_reversion,-4.555163078821923e-15
2024-05-16T12:00:00+00:00,ETH-USD,buy,2983.953125,0.40934718235797646,level_1_entry,
2024-05-16T14:00:00+00:00,ETH-USD,buy,2941.90771484375,0.3995454893539169,level_3_entry,
2024-05-17T07:00:00+00:00,ETH-USD,sell,3025.28076171875,0.3995454893539169,level_3_reversion,9.75657888345775
2024-05-17T08:00:00+00:00,ETH-USD,sell,3026.60791015625,0.3980613248814596,level_2_reversion,10.248623248373267
2024-05-17T09:00:00+00:00,ETH-USD,sell,3030.50146484375,0.4093471823579763,level_1_reversion,12.133008442244643
2024-06-02T18:00:00+00:00,ETH-USD,buy,3767.496826171875,0.3264220934938816,level_2_entry,
